Frame,Timestamp,Value
50,0.932508,Wheel-0.64001247130335
51,0.949263,Frame
51,0.949263,Wheel-0.83519721116647
52,0.9659963,Frame
52,0.9659963,Wheel-0.83519721116647
53,0.9827223,Frame
53,0.9827223,Wheel-0.194002238192597
54,0.9994687,Frame
54,0.9994687,Wheel-0.389186978055717
55,1.0161967,Frame
55,1.0161967,StartFlash - stimuli\images\28075.tiff
55,1.0161967,Wheel-0.389186978055717
56,1.0329331,Frame
56,1.0329331,Wheel-0.584371717918837
57,1.0496726,Frame
57,1.0496726,Wheel-0.943176744944964
58,1.0664013,Frame
58,1.0664013,Wheel-0.779556457781958
59,1.0831529,Frame
59,1.0831529,Wheel-0.138361484808084
60,1.0998847,Frame
60,1.0998847,Wheel-0.497166511834211
61,1.1166642,Frame
61,1.1166642,Wheel-0.333546224671205
62,1.1334085,Frame
62,1.1334085,Wheel-0.692351251697331
63,1.1501705,Frame
63,1.1501705,Wheel-0.051156278723458
64,1.1668902,Frame
64,1.1668902,Wheel-0.887535991560452
65,1.1836147,Frame
65,1.1836147,Wheel-0.246341018586578
66,1.2003669,Frame
66,1.2003669,Wheel-0.441525758449699
67,1.2170845,Frame
67,1.2170845,Wheel-0.800330785475825
68,1.2338303,Frame
68,1.2338303,EndFlash
68,1.2338303,Wheel-0.800330785475825
69,1.2508735,Frame
69,1.2508735,Wheel-0.995515525338946
70,1.2673425,Frame
70,1.2673425,Wheel-0.354320552365072
71,1.2841206,Frame
71,1.2841206,Wheel-0.190700265202066
72,1.3008585,Frame
72,1.3008585,Wheel-0.549505292228193
73,1.3175708,Frame
73,1.3175708,Wheel-0.385885005065186
74,1.3343092,Frame
74,1.3343092,Wheel-0.744690032091313
75,1.3510456,Frame
75,1.3510456,Wheel-0.10349505911744
76,1.3678029,Frame
76,1.3678029,Wheel-0.939874771954433
77,1.384525,Frame
77,1.384525,Wheel-0.29867979898056
78,1.4012819,Frame
78,1.4012819,Wheel-0.657484826006687
79,1.4180144,Frame
79,1.4180144,Wheel-0.852669565869807
80,1.434761,Frame
80,1.434761,Wheel-0.852669565869807
81,1.4514866,Frame
81,1.4514866,Wheel-0.689049278706801
82,1.468204,Frame
82,1.468204,Wheel-0.0478543057329274
83,1.4849673,Frame
83,1.4849673,Wheel-0.243039045596048
84,1.5016705,Frame
84,1.5016705,Wheel-0.601844072622174
85,1.5184332,Frame
85,1.5184332,Wheel-0.960649099648301
86,1.5351536,Frame
86,1.5351536,Wheel-0.797028812485295
87,1.5519336,Frame
87,1.5519336,Wheel-0.155833839511421
88,1.5686571,Frame
88,1.5686571,Wheel-0.992213552348415
89,1.5853903,Frame
89,1.5853903,Wheel-0.351018579374542
90,1.6021335,Frame
90,1.6021335,Wheel-0.709823606400668
91,1.618855,Frame
91,1.618855,Wheel-0.546203319237662
92,1.6356091,Frame
92,1.6356091,Wheel-0.263813373289915
93,1.6523293,Frame
93,1.6523293,Wheel-0.263813373289915
94,1.6690766,Frame
94,1.6690766,Wheel-0.458998113153036
95,1.6857925,Frame
95,1.6857925,Wheel-0.29537782599003
96,1.7025317,Frame
96,1.7025317,Wheel-0.29537782599003
97,1.7192866,Frame
97,1.7192866,Wheel-0.0129878800422828
98,1.7360133,Frame
98,1.7360133,Wheel-0.849367592879277
99,1.7527641,Frame
99,1.7527641,StartFlash - stimuli\images\28075.tiff
99,1.7527641,Wheel-0.208172619905403
100,1.7694894,Frame
100,1.7694894,Wheel-0.56697764693153
101,1.7862576,Frame
101,1.7862576,Wheel-0.403357359768524
102,1.8029957,Frame
102,1.8029957,Wheel-0.76216238679465
103,1.8197315,Frame
103,1.8197315,Wheel-0.598542099631644
104,1.836469,Frame
104,1.836469,Wheel-0.957347126657771
105,1.8531973,Frame
105,1.8531973,Wheel-0.316152153683897
106,1.8699376,Frame
106,1.8699376,Wheel-0.152531866520891
107,1.8866756,Frame
107,1.8866756,Wheel-0.870141920573144
108,1.9034253,Frame
108,1.9034253,Wheel-0.870141920573144
109,1.9201507,Frame
109,1.9201507,Wheel-0.706521633410138
110,1.9369134,Frame
110,1.9369134,Wheel-0.901706373273258
111,1.9536342,Frame
111,1.9536342,Wheel-0.901706373273258
112,1.9703877,Frame
112,1.9703877,Wheel-0.619316427325512
113,1.9871212,Frame
113,1.9871212,EndFlash
113,1.9871212,Wheel-0.455696140162505
114,2.0041301,Frame
114,2.0041301,Wheel-0.814501167188632
115,2.0205992,Frame
115,2.0205992,Wheel-0.173306194214759
116,2.0373463,Frame
116,2.0373463,Wheel-0.00968590705175228
117,2.0540842,Frame
117,2.0540842,Wheel-0.368490934077879
118,2.0708217,Frame
118,2.0708217,Wheel-0.204870646914873
119,2.0875615,Frame
119,2.0875615,Wheel-0.563675673940999
120,2.1043152,Frame
120,2.1043152,Wheel-0.922480700967126
121,2.1210378,Frame
121,2.1210378,Wheel-0.75886041380412
122,2.1377908,Frame
122,2.1377908,Wheel-0.476470467856373
123,2.1545398,Frame
123,2.1545398,Wheel-0.312850180693367
124,2.1713167,Frame
124,2.1713167,Wheel-0.312850180693367
125,2.1880588,Frame
125,2.1880588,Wheel-0.508034920556487
126,2.2047962,Frame
126,2.2047962,Wheel-0.866839947582614
127,2.2215219,Frame
127,2.2215219,Wheel-0.22564497460874
128,2.2382498,Frame
128,2.2382498,Wheel-0.062024687445734
129,2.2551182,Frame
129,2.2551182,Wheel-0.420829714471861
130,2.2718253,Frame
130,2.2718253,Wheel-0.779634741497987
131,2.2885728,Frame
131,2.2885728,Wheel-0.616014454334981
132,2.3052927,Frame
132,2.3052927,Wheel-0.974819481361108
133,2.3220469,Frame
133,2.3220469,Wheel-0.811199194198101
134,2.3387524,Frame
134,2.3387524,Wheel-0.170004221224228
135,2.3554817,Frame
135,2.3554817,Wheel-0.528809248250355
136,2.372256,Frame
136,2.372256,Wheel-0.723993988113475
137,2.3889997,Frame
137,2.3889997,Wheel-0.723993988113475
138,2.405748,Frame
138,2.405748,Wheel-0.919178727976595
139,2.4224913,Frame
139,2.4224913,Wheel-0.277983755002722
140,2.4392541,Frame
140,2.4392541,Wheel-0.114363467839716
141,2.4559843,Frame
141,2.4559843,Wheel-0.473168494865842
142,2.4727345,Frame
142,2.4727345,Wheel-0.831973521891969
143,2.4895174,Frame
143,2.4895174,Wheel-0.668353234728963
144,2.5062328,Frame
144,2.5062328,StartFlash - stimuli\images\28075.tiff
144,2.5062328,Wheel-0.0271582617550894
145,2.5229695,Frame
145,2.5229695,Wheel-0.385963288781216
146,2.5397358,Frame
146,2.5397358,Wheel-0.22234300161821
147,2.5564662,Frame
147,2.5564662,Wheel-0.581148028644336
148,2.5732316,Frame
148,2.5732316,Wheel-0.41752774148133
149,2.589957,Frame
149,2.589957,Wheel-0.776332768507457
150,2.6067073,Frame
150,2.6067073,Wheel-0.971517508370577
151,2.6234402,Frame
151,2.6234402,Wheel-0.330322535396704
152,2.6401913,Frame
152,2.6401913,Wheel-0.330322535396704
153,2.6569357,Frame
153,2.6569357,Wheel-0.525507275259824
154,2.6736888,Frame
154,2.6736888,Wheel-0.884312302285951
155,2.6904542,Frame
155,2.6904542,Wheel-0.720692015122944
156,2.7072168,Frame
156,2.7072168,Wheel-0.0794970421490711
157,2.7239862,Frame
157,2.7239862,Wheel-0.438302069175198
158,2.7407042,Frame
158,2.7407042,EndFlash
158,2.7407042,Wheel-0.274681782012192
159,2.7578465,Frame
159,2.7578465,Wheel-0.633486809038318
160,2.7742199,Frame
160,2.7742199,Wheel-0.992291836064445
161,2.7909448,Frame
161,2.7909448,Wheel-0.828671548901438
162,2.8076834,Frame
162,2.8076834,Wheel-0.187476575927565
163,2.8244105,Frame
163,2.8244105,Wheel-0.382661315790686
164,2.8411661,Frame
164,2.8411661,Wheel-0.382661315790686
165,2.8578979,Frame
165,2.8578979,Wheel-0.741466342816812
166,2.8746323,Frame
166,2.8746323,Wheel-0.936651082679932
167,2.8913591,Frame
167,2.8913591,Wheel-0.295456109706059
168,2.9080994,Frame
168,2.9080994,Wheel-0.131835822543053
169,2.9248344,Frame
169,2.9248344,Wheel-0.49064084956918
170,2.9416074,Frame
170,2.9416074,Wheel-0.327020562406173
171,2.9583282,Frame
171,2.9583282,Wheel-0.6858255894323
172,2.975095,Frame
172,2.975095,Wheel-0.0446306164584265
173,2.9918274,Frame
173,2.9918274,Wheel-0.88101032929542
174,3.008548,Frame
174,3.008548,Wheel-0.239815356321547
175,3.0253069,Frame
175,3.0253069,Wheel-0.598620383347674
176,3.0420268,Frame
176,3.0420268,Wheel-0.435000096184667
177,3.0587956,Frame
177,3.0587956,Wheel-0.630184836047788
178,3.0755214,Frame
178,3.0755214,Wheel-0.630184836047788
179,3.0922581,Frame
179,3.0922581,Wheel-0.988989863073914
180,3.1090337,Frame
180,3.1090337,Wheel-0.184174602937035
181,3.1257524,Frame
181,3.1257524,Wheel-0.542979629963161
182,3.1425258,Frame
182,3.1425258,Wheel-0.901784656989288
183,3.1592352,Frame
183,3.1592352,Wheel-0.738164369826282
184,3.1759692,Frame
184,3.1759692,Wheel-0.0969693968524083
185,3.1926968,Frame
185,3.1926968,Wheel-0.933349109689402
186,3.2094224,Frame
186,3.2094224,Wheel-0.292154136715529
187,3.2261749,Frame
187,3.2261749,Wheel-0.650959163741655
188,3.2428841,Frame
188,3.2428841,Wheel-0.487338876578649
189,3.2596306,Frame
189,3.2596306,StartFlash - stimuli\images\28075.tiff
189,3.2596306,Wheel-0.204948930630902
190,3.2763626,Frame
190,3.2763626,Wheel-0.204948930630902
191,3.2931226,Frame
191,3.2931226,Wheel-0.041328643467896
192,3.3098518,Frame
192,3.3098518,Wheel-0.236513383331016
193,3.3265887,Frame
193,3.3265887,Wheel-0.236513383331016
194,3.3433162,Frame
194,3.3433162,Wheel-0.95412343738327
195,3.3600355,Frame
195,3.3600355,Wheel-0.790503150220263
196,3.376785,Frame
196,3.376785,Wheel-0.14930817724639
197,3.3935025,Frame
197,3.3935025,Wheel-0.508113204272517
198,3.4102588,Frame
198,3.4102588,Wheel-0.34449291710951
199,3.4269827,Frame
199,3.4269827,Wheel-0.703297944135637
200,3.4437234,Frame
200,3.4437234,Wheel-0.539677656972631
201,3.4604396,Frame
201,3.4604396,Wheel-0.898482683998757
202,3.4771916,Frame
202,3.4771916,Wheel-0.257287711024884
203,3.4939247,Frame
203,3.4939247,EndFlash
203,3.4939247,Wheel-0.0936674238618777
204,3.5109947,Frame
204,3.5109947,Wheel-0.452472450888004
205,3.527445,Frame
205,3.527445,Wheel-0.811277477914131
206,3.5441869,Frame
206,3.5441869,Wheel-0.00646221777725137
207,3.5609115,Frame
207,3.5609115,Wheel-0.842841930614245
208,3.5776407,Frame
208,3.5776407,Wheel-0.842841930614245
209,3.5944134,Frame
209,3.5944134,Wheel-0.560451984666498
210,3.611131,Frame
210,3.611131,Wheel-0.396831697503492
211,3.6278592,Frame
211,3.6278592,Wheel-0.755636724529619
212,3.6446072,Frame
212,3.6446072,Wheel-0.114441751555745
213,3.6613217,Frame
213,3.6613217,Wheel-0.950821464392739
214,3.6780675,Frame
214,3.6780675,Wheel-0.309626491418866
215,3.6947842,Frame
215,3.6947842,Wheel-0.146006204255859
216,3.7115256,Frame
216,3.7115256,Wheel-0.504811231281986
217,3.7282567,Frame
217,3.7282567,Wheel-0.863616258308113
218,3.7449767,Frame
218,3.7449767,Wheel-0.699995971145106
219,3.7617266,Frame
219,3.7617266,Wheel-0.41760602519736
220,3.778458,Frame
220,3.778458,Wheel-0.41760602519736
221,3.7952096,Frame
221,3.7952096,Wheel-0.253985738034353
222,3.8119316,Frame
222,3.8119316,Wheel-0.449170477897474
223,3.8286971,Frame
223,3.8286971,Wheel-0.449170477897474
224,3.8454119,Frame
224,3.8454119,Wheel-0.166780531949727
225,3.8621419,Frame
225,3.8621419,Wheel-0.00316024478672084
226,3.8788652,Frame
226,3.8788652,Wheel-0.361965271812847
227,3.8955906,Frame
227,3.8955906,Wheel-0.720770298838974
228,3.9123329,Frame
228,3.9123329,Wheel-0.557150011675968
229,3.9290478,Frame
229,3.9290478,Wheel-0.915955038702094
230,3.9458188,Frame
230,3.9458188,Wheel-0.752334751539088
231,3.9625282,Frame
231,3.9625282,Wheel-0.111139778565215
232,3.9792565,Frame
232,3.9792565,Wheel-0.306324518428335
233,3.9959963,Frame
233,3.9959963,Wheel-0.306324518428335
234,4.0127316,Frame
234,4.0127316,StartFlash - stimuli\images\28075.tiff
234,4.0127316,Wheel-0.665129545454462
235,4.0294675,Frame
235,4.0294675,Wheel-0.860314285317582
236,4.0461955,Frame
236,4.0461955,Wheel-0.860314285317582
237,4.0629918,Frame
237,4.0629918,Wheel-0.0554990251807026
238,4.0797195,Frame
238,4.0797195,Wheel-0.414304052206829
239,4.0964904,Frame
239,4.0964904,Wheel-0.773109079232956
240,4.1131992,Frame
240,4.1131992,Wheel-0.60948879206995
241,4.1299452,Frame
241,4.1299452,Wheel-0.968293819096076
242,4.1466632,Frame
242,4.1466632,Wheel-0.327098846122203
243,4.1634064,Frame
243,4.1634064,Wheel-0.163478558959197
244,4.1801231,Frame
244,4.1801231,Wheel-0.522283585985323
245,4.1968704,Frame
245,4.1968704,Wheel-0.358663298822317
246,4.2135744,Frame
246,4.2135744,Wheel-0.717468325848444
247,4.2303186,Frame
247,4.2303186,Wheel-0.0762733528745702
248,4.2470634,Frame
248,4.2470634,EndFlash
248,4.2470634,Wheel-0.912653065711564
249,4.2641008,Frame
249,4.2641008,Wheel-0.630263119763817
250,4.2806083,Frame
250,4.2806083,Wheel-0.466642832600811
251,4.297322,Frame
251,4.297322,Wheel-0.466642832600811
252,4.3140735,Frame
252,4.3140735,Wheel-0.661827572463931
253,4.3307821,Frame
253,4.3307821,Wheel-0.020632599490058
254,4.3475497,Frame
254,4.3475497,Wheel-0.379437626516185
255,4.3642645,Frame
255,4.3642645,Wheel-0.215817339353178
256,4.3810196,Frame
256,4.3810196,Wheel-0.574622366379305
257,4.3977438,Frame
257,4.3977438,Wheel-0.933427393405432
258,4.4145149,Frame
258,4.4145149,Wheel-0.769807106242425
259,4.4312215,Frame
259,4.4312215,Wheel-0.128612133268552
260,4.4479531,Frame
260,4.4479531,Wheel-0.964991846105546
261,4.4647122,Frame
261,4.4647122,Wheel-0.682601900157799
262,4.4814352,Frame
262,4.4814352,Wheel-0.682601900157799
263,4.4981827,Frame
263,4.4981827,Wheel-0.877786640020919
264,4.5149118,Frame
264,4.5149118,Wheel-0.236591667047046
265,4.5316399,Frame
265,4.5316399,Wheel-0.0729713798840397
266,4.5484221,Frame
266,4.5484221,Wheel-0.431776406910166
267,4.5651431,Frame
267,4.5651431,Wheel-0.26815611974716
268,4.5818806,Frame
268,4.5818806,Wheel-0.626961146773287
269,4.5986045,Frame
269,4.5986045,Wheel-0.985766173799413
270,4.6153573,Frame
270,4.6153573,Wheel-0.822145886636407
271,4.6320773,Frame
271,4.6320773,Wheel-0.180950913662534
272,4.6488204,Frame
272,4.6488204,Wheel-0.53975594068866
273,4.6655935,Frame
273,4.6655935,Wheel-0.376135653525654
274,4.6823308,Frame
274,4.6823308,Wheel-0.734940680551781
275,4.6990793,Frame
275,4.6990793,Wheel-0.930125420414901
276,4.7157999,Frame
276,4.7157999,Wheel-0.930125420414901
277,4.7325535,Frame
277,4.7325535,Wheel-0.288930447441028
278,4.749288,Frame
278,4.749288,Wheel-0.484115187304148
279,4.7660655,Frame
279,4.7660655,StartFlash - stimuli\images\28075.tiff
279,4.7660655,Wheel-0.484115187304148
280,4.7828082,Frame
280,4.7828082,Wheel-0.679299927167268
281,4.7995331,Frame
281,4.7995331,Wheel-0.0381049541933951
282,4.8162842,Frame
282,4.8162842,Wheel-0.874484667030389
283,4.8330245,Frame
283,4.8330245,Wheel-0.233289694056515
284,4.8497811,Frame
284,4.8497811,Wheel-0.592094721082642
285,4.8664952,Frame
285,4.8664952,Wheel-0.428474433919636
286,4.8832575,Frame
286,4.8832575,Wheel-0.787279460945762
287,4.8999735,Frame
287,4.8999735,Wheel-0.146084487971889
288,4.9167065,Frame
288,4.9167065,Wheel-0.982464200808883
289,4.9334592,Frame
289,4.9334592,Wheel-0.341269227835009
290,4.9501739,Frame
290,4.9501739,Wheel-0.177648940672003
291,4.9669193,Frame
291,4.9669193,Wheel-0.53645396769813
292,4.98364,Frame
292,4.98364,EndFlash
292,4.98364,Wheel-0.73163870756125
293,5.0007463,Frame
293,5.0007463,Wheel-0.0904437345873768
294,5.0171045,Frame
294,5.0171045,Wheel-0.0904437345873768
295,5.0339146,Frame
295,5.0339146,Wheel-0.285628474450497
296,5.050643,Frame
296,5.050643,Wheel-0.644433501476624
297,5.0674859,Frame
297,5.0674859,Wheel-0.480813214313618
298,5.0841305,Frame
298,5.0841305,Wheel-0.839618241339744
299,5.1008907,Frame
299,5.1008907,Wheel-0.198423268365871
300,5.117637,Frame
300,5.117637,Wheel-0.0348029812028645
301,5.1343508,Frame
301,5.1343508,Wheel-0.393608008228991
302,5.1511046,Frame
302,5.1511046,Wheel-0.752413035255118
303,5.1678265,Frame
303,5.1678265,Wheel-0.588792748092112
304,5.1845739,Frame
304,5.1845739,Wheel-0.947597775118238
305,5.2012875,Frame
305,5.2012875,Wheel-0.142782514981359
306,5.2180447,Frame
306,5.2180447,Wheel-0.142782514981359
307,5.2347909,Frame
307,5.2347909,Wheel-0.337967254844479
308,5.2515131,Frame
308,5.2515131,Wheel-0.696772281870606
309,5.2682725,Frame
309,5.2682725,Wheel-0.0555773088967322
310,5.2849891,Frame
310,5.2849891,Wheel-0.891957021733726
311,5.3017306,Frame
311,5.3017306,Wheel-0.250762048759853
312,5.318474,Frame
312,5.318474,Wheel-0.0871417615968463
313,5.3352264,Frame
313,5.3352264,Wheel-0.445946788622973
314,5.351991,Frame
314,5.351991,Wheel-0.8047518156491
315,5.3687477,Frame
315,5.3687477,Wheel-0.641131528486093
316,5.3854976,Frame
316,5.3854976,Wheel-0.358741582538347
317,5.4022413,Frame
317,5.4022413,Wheel-0.358741582538347
318,5.4189848,Frame
318,5.4189848,Wheel-0.19512129537534
319,5.4357303,Frame
319,5.4357303,Wheel-0.390306035238461
320,5.452493,Frame
320,5.452493,Wheel-0.390306035238461
321,5.4692272,Frame
321,5.4692272,Wheel-0.107916089290714
322,5.485949,Frame
322,5.485949,StartFlash - stimuli\images\28075.tiff
322,5.485949,Wheel-0.944295802127708
323,5.502688,Frame
323,5.502688,Wheel-0.303100829153834
324,5.5194151,Frame
324,5.5194151,Wheel-0.661905856179961
325,5.5362097,Frame
325,5.5362097,Wheel-0.498285569016955
326,5.5529357,Frame
326,5.5529357,Wheel-0.857090596043081
327,5.5697032,Frame
327,5.5697032,Wheel-0.693470308880075
328,5.5864367,Frame
328,5.5864367,Wheel-0.0522753359062017
329,5.603173,Frame
329,5.603173,Wheel-0.247460075769322
330,5.6199296,Frame
330,5.6199296,Wheel-0.247460075769322
331,5.6366559,Frame
331,5.6366559,Wheel-0.606265102795449
332,5.6534319,Frame
332,5.6534319,Wheel-0.801449842658569
333,5.6701654,Frame
333,5.6701654,Wheel-0.801449842658569
334,5.6868966,Frame
334,5.6868966,Wheel-0.996634582521689
335,5.7036423,Frame
335,5.7036423,EndFlash
335,5.7036423,Wheel-0.355439609547816
336,5.7206655,Frame
336,5.7206655,Wheel-0.714244636573943
337,5.737121,Frame
337,5.737121,Wheel-0.550624349410936
338,5.7538524,Frame
338,5.7538524,Wheel-0.909429376437063
339,5.7705878,Frame
339,5.7705878,Wheel-0.26823440346319
340,5.7873031,Frame
340,5.7873031,Wheel-0.104614116300183
341,5.8040235,Frame
341,5.8040235,Wheel-0.46341914332631
342,5.8207672,Frame
342,5.8207672,Wheel-0.299798856163304
343,5.8374867,Frame
343,5.8374867,Wheel-0.65860388318943
344,5.854241,Frame
344,5.854241,Wheel-0.853788623052551
345,5.870967,Frame
345,5.870967,Wheel-0.853788623052551
346,5.8877166,Frame
346,5.8877166,Wheel-0.212593650078677
347,5.9044536,Frame
347,5.9044536,Wheel-0.571398677104804
348,5.9211908,Frame
348,5.9211908,Wheel-0.766583416967924
349,5.9379471,Frame
349,5.9379471,Wheel-0.602963129804918
350,5.9546597,Frame
350,5.9546597,Wheel-0.602963129804918
351,5.9714277,Frame
351,5.9714277,Wheel-0.320573183857171
352,5.9881366,Frame
352,5.9881366,Wheel-0.156952896694165
353,6.0049068,Frame
353,6.0049068,Wheel-0.515757923720292
354,6.0216254,Frame
354,6.0216254,Wheel-0.874562950746418
355,6.0383854,Frame
355,6.0383854,Wheel-0.710942663583412
356,6.0551067,Frame
356,6.0551067,Wheel-0.0697476906095388
357,6.0718345,Frame
357,6.0718345,Wheel-0.906127403446533
358,6.0885792,Frame
358,6.0885792,Wheel-0.264932430472659
359,6.1052958,Frame
359,6.1052958,Wheel-0.623737457498786
360,6.1220593,Frame
360,6.1220593,Wheel-0.818922197361906
361,6.1387788,Frame
361,6.1387788,Wheel-0.818922197361906
362,6.1555277,Frame
362,6.1555277,Wheel-0.0141069372250265
363,6.1722981,Frame
363,6.1722981,Wheel-0.372911964251153
364,6.1890136,Frame
364,6.1890136,Wheel-0.209291677088147
365,6.2058022,Frame
365,6.2058022,Wheel-0.568096704114273
366,6.2225366,Frame
366,6.2225366,StartFlash - stimuli\images\28075.tiff
366,6.2225366,Wheel-0.9269017311404
367,6.239293,Frame
367,6.239293,Wheel-0.763281443977394
368,6.2560193,Frame
368,6.2560193,Wheel-0.122086471003521
369,6.2727993,Frame
369,6.2727993,Wheel-0.480891498029647
370,6.2895417,Frame
370,6.2895417,Wheel-0.676076237892767
371,6.3072616,Frame
371,6.3072616,Wheel-0.676076237892767
372,6.323255,Frame
372,6.323255,Wheel-0.871260977755888
373,6.3397871,Frame
373,6.3397871,Wheel-0.871260977755888
374,6.3565403,Frame
374,6.3565403,Wheel-0.0664457176190082
375,6.3732631,Frame
375,6.3732631,Wheel-0.425250744645135
376,6.389987,Frame
376,6.389987,Wheel-0.425250744645135
377,6.4067191,Frame
377,6.4067191,Wheel-0.620435484508255
378,6.4234526,Frame
378,6.4234526,Wheel-0.979240511534382
379,6.4401626,Frame
379,6.4401626,Wheel-0.815620224371376
380,6.4569143,Frame
380,6.4569143,EndFlash
380,6.4569143,Wheel-0.174425251397502
381,6.4740177,Frame
381,6.4740177,Wheel-0.533230278423629
382,6.4903684,Frame
382,6.4903684,Wheel-0.369609991260623
383,6.5070973,Frame
383,6.5070973,Wheel-0.728415018286749
384,6.5238196,Frame
384,6.5238196,Wheel-0.0872200453128759
385,6.5405511,Frame
385,6.5405511,Wheel-0.92359975814987
386,6.5572868,Frame
386,6.5572868,Wheel-0.282404785175996
387,6.5740216,Frame
387,6.5740216,Wheel-0.477589525039117
388,6.5907584,Frame
388,6.5907584,Wheel-0.477589525039117
389,6.6075108,Frame
389,6.6075108,Wheel-0.672774264902237
390,6.6242562,Frame
390,6.6242562,Wheel-0.672774264902237
391,6.640948,Frame
391,6.640948,Wheel-0.39038431895449
392,6.6576824,Frame
392,6.6576824,Wheel-0.226764031791484
393,6.6744437,Frame
393,6.6744437,Wheel-0.585569058817611
394,6.6911884,Frame
394,6.6911884,Wheel-0.421948771654604
395,6.7079115,Frame
395,6.7079115,Wheel-0.780753798680731
396,6.7246427,Frame
396,6.7246427,Wheel-0.139558825706858
397,6.7414041,Frame
397,6.7414041,Wheel-0.975938538543851
398,6.7581414,Frame
398,6.7581414,Wheel-0.334743565569978
399,6.7748767,Frame
399,6.7748767,Wheel-0.693548592596105
400,6.791616,Frame
400,6.791616,Wheel-0.888733332459225
401,6.8083449,Frame
401,6.8083449,Wheel-0.888733332459225
402,6.8250851,Frame
402,6.8250851,Wheel-0.725113045296219
403,6.8418093,Frame
403,6.8418093,Wheel-0.442723099348472
404,6.8585531,Frame
404,6.8585531,Wheel-0.442723099348472
405,6.875278,Frame
405,6.875278,Wheel-0.637907839211592
406,6.8920267,Frame
406,6.8920267,Wheel-0.996712866237719
407,6.9087695,Frame
407,6.9087695,Wheel-0.833092579074713
408,6.9255013,Frame
408,6.9255013,Wheel-0.191897606100839
409,6.9422275,Frame
409,6.9422275,Wheel-0.0282773189378331
410,6.9589482,Frame
410,6.9589482,Wheel-0.38708234596396
411,6.9756823,Frame
411,6.9756823,StartFlash - stimuli\images\28075.tiff
411,6.9756823,Wheel-0.745887372990086
412,6.9924167,Frame
